"Gene > Proteins > Systematic Name","Gene > Proteins > Standard Name","Gene > Proteins > Protein Domains > Name","Gene > Proteins > Protein Domains > Description","Gene > Proteins > Protein Domains > Start","Gene > Proteins > Protein Domains > End","Gene > Proteins > Protein Domains > Method","Gene > Proteins > Protein Domains > Id"
"YAL005C","Ssa1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","328","344","PRINTS","1944105"
"YAL005C","Ssa1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","360","380","PRINTS","1944106"
"YAL005C","Ssa1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","387","406","PRINTS","1944107"
"YAL005C","Ssa1p","PR00301","HEATSHOCK70; Heat shock protein 70 family","468","484","PRINTS","1944108"
"YAL005C","Ssa1p","PS00297","HSP70_1; Heat shock protein 70, conserved site","7","14","PROSITE","1944109"
"YAL005C","Ssa1p","PS00329","HSP70_2; Heat shock protein 70, conserved site","194","207","PROSITE","1944110"
"YAL005C","Ssa1p","PS01036","HSP70_3; Heat shock protein 70, conserved site","331","345","PROSITE","1944111"
"YAL005C","Ssa1p","PTHR19375","","1","621","PANTHER","1944112"
"YAL005C","Ssa1p","PTHR19375:SF274","","1","621","PANTHER","1944113"
"YAL005C","Ssa1p","SSF100920","Heat shock protein 70kD, peptide-binding domain","384","540","SUPERFAMILY","1944114"
"YAL005C","Ssa1p","SSF100934","Heat shock protein 70kD, C-terminal domain","535","614","SUPERFAMILY","1944115"
"YAL005C","Ssa1p","SSF53067","","1","185","SUPERFAMILY","1944116"
"YAL005C","Ssa1p","SSF53067","","188","379","SUPERFAMILY","1944117"
"YAL007C","Erp2p","PF01105","EMP24_GP25L; GOLD domain","34","207","Pfam","1962688"
"YAL007C","Erp2p","PS50866","GOLD; GOLD domain","41","123","PROSITE","1962689"
"YAL007C","Erp2p","PTHR22811","TMP21-related","1","215","PANTHER","1962690"
"YAL007C","Erp2p","PTHR22811:SF110","","1","215","PANTHER","1962691"
"YAL007C","Erp2p","SM01190","EMP24_GP25L; GOLD domain","31","208","SMART","1962692"
"YAL007C","Erp2p","SSF101576","GOLD domain","44","116","SUPERFAMILY","1962693"
"YAL008W","Fun14p","PF04930","FUN14","107","191","Pfam","1946688"
"YAL008W","Fun14p","PTHR21346","","7","193","PANTHER","1946689"
"YAL008W","Fun14p","PTHR21346:SF6","","7","193","PANTHER","1946690"
"YAL009W","Spo7p","PF03907","Spo7; Sporulation/nuclear morphology, Spo7","45","249","Pfam","1946685"
"YAL009W","Spo7p","PTHR28249","","15","259","PANTHER","1946686"
"YAL009W","Spo7p","PTHR28249:SF2","","15","259","PANTHER","1946687"
"YAL010C","Mdm10p","G3DSA:2.40.160.10","","7","455","GENE3D","1946680"
"YAL010C","Mdm10p","MF_03102","Mdm10; Mitochondrial distribution and morphology protein 10","1","493","HAMAP","1946681"
"YAL010C","Mdm10p","PF12519","MDM10; Mitochondrial distribution and morphology protein 10","1","493","Pfam","1946682"
"YAL010C","Mdm10p","PTHR28035","","1","493","PANTHER","1946683"
"YAL010C","Mdm10p","PTHR28035:SF2","","1","493","PANTHER","1946684"
"YAL011W","Swc3p","PTHR28108","","1","618","PANTHER","1951750"
"YAL011W","Swc3p","PTHR28108:SF2","","1","618","PANTHER","1951751"
"YAL012W","Cys3p","G3DSA:3.40.640.10","Pyridoxal phosphate-dependent transferase, major region, subdomain 1","7","254","GENE3D","1951728"
"YAL012W","Cys3p","G3DSA:3.90.1150.10","Pyridoxal phosphate-dependent transferase, subdomain 2","255","394","GENE3D","1951729"
"YAL012W","Cys3p","PF01053","Cys_Met_Meta_PP; Cys/Met metabolism, pyridoxal phosphate-dependent enzyme","10","390","Pfam","1951730"
"YAL012W","Cys3p","PIRSF001434","CGS; Cys/Met metabolism, pyridoxal phosphate-dependent enzyme","1","393","PIRSF","1951731"
"YAL012W","Cys3p","PS00868","CYS_MET_METAB_PP; Cys/Met metabolism, pyridoxal phosphate-dependent enzyme","196","210","PROSITE","1951732"
"YAL012W","Cys3p","PTHR11808","Cys/Met metabolism, pyridoxal phosphate-dependent enzyme","5","392","PANTHER","1951733"
"YAL012W","Cys3p","PTHR11808:SF64","","5","392","PANTHER","1951734"
"YAL012W","Cys3p","SSF53383","Pyridoxal phosphate-dependent transferase","8","391","SUPERFAMILY","1951735"
"YAL013W","Dep1p","PF08598","Sds3; Sds3-like","182","401","Pfam","1951835"
"YAL013W","Dep1p","PTHR21964","","4","404","PANTHER","1951836"
"YAL013W","Dep1p","PTHR21964:SF18","","4","404","PANTHER","1951837"
"YAL013W","Dep1p","SM01401","Sds3; Sds3-like","182","402","SMART","1951838"
"YAL014C","Syn8p","G3DSA:1.20.5.110","","153","255","GENE3D","1951752"
"YAL014C","Syn8p","PS50192","T_SNARE; Target SNARE coiled-coil homology domain","164","202","PROSITE","1951753"
"YAL014C","Syn8p","PTHR19957","","1","255","PANTHER","1951754"
"YAL014C","Syn8p","PTHR19957:SF143","","1","255","PANTHER","1951755"
"YAL014C","Syn8p","SM00397","t_SNARE; Target SNARE coiled-coil homology domain","159","227","SMART","1951756"
"YAL014C","Syn8p","SSF58038","","155","225","SUPERFAMILY","1951757"
"YAL015C","Ntg1p","G3DSA:1.10.1670.10","Helix-turn-helix, base-excision DNA repair, C-terminal","241","320","GENE3D","1951758"
"YAL015C","Ntg1p","G3DSA:1.10.340.30","","138","240","GENE3D","1951759"
"YAL015C","Ntg1p","MF_03183","Endonuclease_III_Nth; Endonuclease III-like protein 1","91","336","HAMAP","1951760"
"YAL015C","Ntg1p","PF00633","HHH; Helix-hairpin-helix motif","223","247","Pfam","1951761"
"YAL015C","Ntg1p","PF00730","HhH-GPD; HhH-GPD domain","149","295","Pfam","1951762"
"YAL015C","Ntg1p","PS01155","ENDONUCLEASE_III_2; Endonuclease III-like, conserved site-2","225","254","PROSITE","1951763"
"YAL015C","Ntg1p","PTHR43286","","375","390","PANTHER","1951764"
"YAL015C","Ntg1p","PTHR43286:SF1","","375","390","PANTHER","1951765"
"YAL015C","Ntg1p","SM00478","ENDO3c; HhH-GPD domain","152","312","SMART","1951766"
"YAL015C","Ntg1p","SSF48150","DNA glycosylase","138","318","SUPERFAMILY","1951767"
"YAL016W","Tpd3p","G3DSA:1.25.10.10","Armadillo-like helical","28","630","GENE3D","1951808"
"YAL016W","Tpd3p","PF13646","HEAT_2","402","502","Pfam","1951809"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","77","114","PROSITE","1951810"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","116","154","PROSITE","1951811"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","281","316","PROSITE","1951812"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","321","356","PROSITE","1951813"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","361","399","PROSITE","1951814"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","400","438","PROSITE","1951815"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","439","477","PROSITE","1951816"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","558","596","PROSITE","1951817"
"YAL016W","Tpd3p","PS50077","HEAT_REPEAT; HEAT, type 2","603","635","PROSITE","1951818"
"YAL016W","Tpd3p","PTHR10648","","32","632","PANTHER","1951819"
"YAL016W","Tpd3p","PTHR10648:SF17","","32","632","PANTHER","1951820"
"YAL016W","Tpd3p","SSF48371","Armadillo-type fold","33","626","SUPERFAMILY","1951821"
"YAL017W","Psk1p","G3DSA:1.10.510.10","","1205","1355","GENE3D","1951736"
"YAL017W","Psk1p","G3DSA:3.30.200.20","","898","1204","GENE3D","1951737"
"YAL017W","Psk1p","G3DSA:3.30.450.20","","381","550","GENE3D","1951738"
"YAL017W","Psk1p","G3DSA:3.30.450.20","","735","882","GENE3D","1951739"
"YAL017W","Psk1p","PF00069","Pkinase; Protein kinase domain","1097","1354","Pfam","1951740"
"YAL017W","Psk1p","PS00108","PROTEIN_KINASE_ST; Serine/threonine-protein kinase, active site","1226","1238","PROSITE","1951741"
"YAL017W","Psk1p","PS50011","PROTEIN_KINASE_DOM; Protein kinase domain","1096","1354","PROSITE","1951742"
"YAL017W","Psk1p","PTHR22971","","187","1355","PANTHER","1951743"
"YAL017W","Psk1p","PTHR22971:SF7","","187","1355","PANTHER","1951744"
"YAL017W","Psk1p","SM00091","PAS; PAS domain","450","518","SMART","1951745"
"YAL017W","Psk1p","SM00091","PAS; PAS domain","738","807","SMART","1951746"
"YAL017W","Psk1p","SM00220","S_TKc; Protein kinase domain","1096","1354","SMART","1951747"
"YAL017W","Psk1p","SSF55785","PAS domain","457","528","SUPERFAMILY","1951748"
"YAL017W","Psk1p","SSF56112","Protein kinase-like domain","1090","1354","SUPERFAMILY","1951749"
"YAL018C","Lds1p","PTHR34292","","21","324","PANTHER","1951768"
"YAL018C","Lds1p","PTHR34292:SF4","","21","324","PANTHER","1951769"
"YAL019W","Fun30p","G3DSA:3.40.50.10810","","549","800","GENE3D","1951770"
"YAL019W","Fun30p","G3DSA:3.40.50.300","","935","1100","GENE3D","1951771"
"YAL019W","Fun30p","PF00176","SNF2_N; SNF2-related, N-terminal domain","585","880","Pfam","1951772"
"YAL019W","Fun30p","PF00271","Helicase_C; Helicase, C-terminal","950","1063","Pfam","1951773"
"YAL019W","Fun30p","PS51192","HELICASE_ATP_BIND_1; Helicase superfamily 1/2, ATP-binding domain","584","752","PROSITE","1951774"
"YAL019W","Fun30p","PS51194","HELICASE_CTER; Helicase, C-terminal","953","1108","PROSITE","1951775"
"YAL019W","Fun30p","PTHR10799","","226","1096","PANTHER","1951776"
"YAL019W","Fun30p","PTHR10799:SF801","","226","1096","PANTHER","1951777"
"YAL019W","Fun30p","SM00487","DEXDc; Helicase superfamily 1/2, ATP-binding domain","568","764","SMART","1951778"
"YAL019W","Fun30p","SM00490","HELICc; Helicase, C-terminal","980","1063","SMART","1951779"
"YAL019W","Fun30p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","530","801","SUPERFAMILY","1951780"
"YAL019W","Fun30p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","803","894","SUPERFAMILY","1951781"
"YAL019W","Fun30p","SSF52540","P-loop containing nucleoside triphosphate hydrolase","941","1104","SUPERFAMILY","1951782"
"YAL020C","Ats1p","G3DSA:2.130.10.30","","2","125","GENE3D","1951839"
"YAL020C","Ats1p","G3DSA:2.130.10.30","","126","320","GENE3D","1951840"
"YAL020C","Ats1p","PF00415","RCC1; Regulator of chromosome condensation, RCC1","4","51","Pfam","1951841"
"YAL020C","Ats1p","PR00633","RCCNDNSATION; Regulator of chromosome condensation, RCC1","3","19","PRINTS","1951842"
"YAL020C","Ats1p","PR00633","RCCNDNSATION; Regulator of chromosome condensation, RCC1","38","51","PRINTS","1951843"
"YAL020C","Ats1p","PR00633","RCCNDNSATION; Regulator of chromosome condensation, RCC1","185","201","PRINTS","1951844"
"YAL020C","Ats1p","PS00626","RCC1_2; Regulator of chromosome condensation, RCC1","41","51","PROSITE","1951845"
"YAL020C","Ats1p","PS50012","RCC1_3; Regulator of chromosome condensation, RCC1","2","54","PROSITE","1951846"
"YAL020C","Ats1p","PS50012","RCC1_3; Regulator of chromosome condensation, RCC1","55","105","PROSITE","1951847"
"YAL020C","Ats1p","PS50012","RCC1_3; Regulator of chromosome condensation, RCC1","147","198","PROSITE","1951848"
"YAL020C","Ats1p","PS50012","RCC1_3; Regulator of chromosome condensation, RCC1","240","279","PROSITE","1951849"
"YAL020C","Ats1p","PTHR22870","","88","331","PANTHER","1951850"
"YAL020C","Ats1p","PTHR22870:SF242","","88","331","PANTHER","1951851"
"YAL020C","Ats1p","SSF50985","Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II","4","304","SUPERFAMILY","1951852"
"YAL021C","Ccr4p","G3DSA:2.130.10.10","WD40/YVTN repeat-like-containing domain","12","147","GENE3D","1951822"
"YAL021C","Ccr4p","G3DSA:3.60.10.10","Endonuclease/exonuclease/phosphatase","500","836","GENE3D","1951823"
"YAL021C","Ccr4p","G3DSA:3.80.10.10","Leucine-rich repeat domain, L domain-like","178","462","GENE3D","1951824"
"YAL021C","Ccr4p","PF03372","Exo_endo_phos; Endonuclease/exonuclease/phosphatase","508","818","Pfam","1951825"
"YAL021C","Ccr4p","PF13855","LRR_8; Leucine-rich repeat","359","409","Pfam","1951826"
"YAL021C","Ccr4p","PS51450","LRR; Leucine-rich repeat","358","379","PROSITE","1951827"
"YAL021C","Ccr4p","PS51450","LRR; Leucine-rich repeat","381","402","PROSITE","1951828"
"YAL021C","Ccr4p","PTHR12121","","324","832","PANTHER","1951829"
"YAL021C","Ccr4p","PTHR12121:SF57","","324","832","PANTHER","1951830"
"YAL021C","Ccr4p","SM00369","LRR_TYP; Leucine-rich repeat, typical subtype","359","378","SMART","1951831"
"YAL021C","Ccr4p","SM00369","LRR_TYP; Leucine-rich repeat, typical subtype","379","402","SMART","1951832"
"YAL021C","Ccr4p","SSF52058","Leucine-rich repeat domain, L domain-like","332","462","SUPERFAMILY","1951833"
"YAL021C","Ccr4p","SSF56219","Endonuclease/exonuclease/phosphatase","503","826","SUPERFAMILY","1951834"
"YAL022C","Fun26p","G3DSA:1.20.1250.20","","53","313","GENE3D","1951783"
"YAL022C","Fun26p","G3DSA:1.20.1250.20","","337","514","GENE3D","1951784"
"YAL022C","Fun26p","PF01733","Nucleoside_tran; Equilibrative nucleoside transporter","180","510","Pfam","1951785"
"YAL022C","Fun26p","PIRSF016379","ENT; Equilibrative nucleoside transporter","38","513","PIRSF","1951786"
"YAL022C","Fun26p","PR01130","DERENTRNSPRT; Equilibrative nucleoside transporter","215","235","PRINTS","1951787"
"YAL022C","Fun26p","PR01130","DERENTRNSPRT; Equilibrative nucleoside transporter","448","464","PRINTS","1951788"
"YAL022C","Fun26p","PR01130","DERENTRNSPRT; Equilibrative nucleoside transporter","486","510","PRINTS","1951789"
"YAL022C","Fun26p","PTHR10332","Equilibrative nucleoside transporter","51","509","PANTHER","1951790"
"YAL022C","Fun26p","PTHR10332:SF52","","51","509","PANTHER","1951791"
"YAL022C","Fun26p","SSF103473","Major facilitator superfamily domain","75","280","SUPERFAMILY","1951792"
"YAL022C","Fun26p","SSF103473","Major facilitator superfamily domain","324","509","SUPERFAMILY","1951793"
"YAL022C","Fun26p","TIGR00939","2a57; Nucleoside transporter ENT1/ENT2","81","513","TIGRFAM","1951794"
"YAL023C","Pmt2p","G3DSA:2.80.10.50","","336","538","GENE3D","1951795"
"YAL023C","Pmt2p","PF02366","PMT; Glycosyl transferase family 39/83","69","312","Pfam","1951796"
"YAL023C","Pmt2p","PF02815","MIR; MIR motif","360","520","Pfam","1951797"
"YAL023C","Pmt2p","PF16192","PMT_4TMC; Protein O-mannosyl-transferase, C-terminal four TM domain","548","751","Pfam","1951798"
"YAL023C","Pmt2p","PS50919","MIR; MIR motif","339","394","PROSITE","1951799"
"YAL023C","Pmt2p","PS50919","MIR; MIR motif","407","463","PROSITE","1951800"
"YAL023C","Pmt2p","PS50919","MIR; MIR motif","471","529","PROSITE","1951801"
"YAL023C","Pmt2p","PTHR10050","Glycosyltransferase 39-like","22","755","PANTHER","1951802"
"YAL023C","Pmt2p","PTHR10050:SF37","","22","755","PANTHER","1951803"
"YAL023C","Pmt2p","SM00472","MIR; MIR motif","339","394","SMART","1951804"
"YAL023C","Pmt2p","SM00472","MIR; MIR motif","407","463","SMART","1951805"
"YAL023C","Pmt2p","SM00472","MIR; MIR motif","472","529","SMART","1951806"
"YAL023C","Pmt2p","SSF82109","MIR motif","346","525","SUPERFAMILY","1951807"
"YAL024C","Lte1p","G3DSA:1.10.840.10","Ras guanine-nucleotide exchange factors catalytic domain","1182","1435","GENE3D","1942110"
"YAL024C","Lte1p","G3DSA:1.20.870.10","","4","196","GENE3D","1942111"
"YAL024C","Lte1p","PF00617","RasGEF; Ras guanine-nucleotide exchange factors catalytic domain","1198","1387","Pfam","1942112"
"YAL024C","Lte1p","PF00618","RasGEF_N; Ras-like guanine nucleotide exchange factor, N-terminal","29","133","Pfam","1942113"
"YAL024C","Lte1p","PS00720","RASGEF; Ras guanine-nucleotide exchange factor, conserved site","1356","1386","PROSITE","1942114"
"YAL024C","Lte1p","PS50009","RASGEF_CAT; Ras guanine-nucleotide exchange factors catalytic domain","1194","1434","PROSITE","1942115"
"YAL024C","Lte1p","PS50212","RASGEF_NTER; Ras-like guanine nucleotide exchange factor, N-terminal","25","157","PROSITE","1942116"
"YAL024C","Lte1p","PTHR23113","","22","1435","PANTHER","1942117"
"YAL024C","Lte1p","PTHR23113:SF298","","22","1435","PANTHER","1942118"
"YAL024C","Lte1p","SM00147","RasGEF; Ras guanine-nucleotide exchange factors catalytic domain","1190","1435","SMART","1942119"
"YAL024C","Lte1p","SM00229","RasGEFN; Ras-like guanine nucleotide exchange factor, N-terminal","24","157","SMART","1942120"
"YAL024C","Lte1p","SSF48366","Ras guanine nucleotide exchange factor domain","8","177","SUPERFAMILY","1942121"
"YAL024C","Lte1p","SSF48366","Ras guanine nucleotide exchange factor domain","1176","1434","SUPERFAMILY","1942122"
"YAL025C","Mak16p","PF01778","Ribosomal_L28e; Ribosomal L28e/Mak16","5","117","Pfam","1944274"
"YAL025C","Mak16p","PF04874","Mak16; Mak16 protein","139","235","Pfam","1944275"
"YAL025C","Mak16p","PIRSF003352","MAK16; Mak16 protein","1","304","PIRSF","1944276"
"YAL025C","Mak16p","PTHR23405","","1","302","PANTHER","1944277"
"YAL025C","Mak16p","PTHR23405:SF7","","1","302","PANTHER","1944278"
"YAL026C","Drs2p","G3DSA:1.20.1110.10","","878","1239","GENE3D","1962421"
"YAL026C","Drs2p","G3DSA:2.70.150.10","","233","433","GENE3D","1962422"
"YAL026C","Drs2p","G3DSA:3.40.1110.10","P-type ATPase, cytoplasmic domain N","533","566","GENE3D","1962423"
"YAL026C","Drs2p","G3DSA:3.40.1110.10","P-type ATPase, cytoplasmic domain N","567","811","GENE3D","1962424"
"YAL026C","Drs2p","PF00122","E1-E2_ATPase","295","470","Pfam","1962425"
"YAL026C","Drs2p","PF13246","Cation_ATPase","642","731","Pfam","1962426"
"YAL026C","Drs2p","PF16209","PhoLip_ATPase_N; P-type ATPase, N-terminal","185","251","Pfam","1962427"
"YAL026C","Drs2p","PF16212","PhoLip_ATPase_C; P-type ATPase, C-terminal","980","1232","Pfam","1962428"
"YAL026C","Drs2p","PR00119","CATATPASE","558","572","PRINTS","1962429"
"YAL026C","Drs2p","PR00119","CATATPASE","827","837","PRINTS","1962430"
"YAL026C","Drs2p","PR00119","CATATPASE","952","971","PRINTS","1962431"
"YAL026C","Drs2p","PS00154","ATPASE_E1_E2; P-type ATPase, phosphorylation site","560","566","PROSITE","1962432"
"YAL026C","Drs2p","PTHR24092","P-type ATPase, subfamily IV","175","1278","PANTHER","1962433"
"YAL026C","Drs2p","PTHR24092:SF127","","175","1278","PANTHER","1962434"
"YAL026C","Drs2p","SSF56784","HAD-like domain","546","570","SUPERFAMILY","1962435"
"YAL026C","Drs2p","SSF56784","HAD-like domain","756","863","SUPERFAMILY","1962436"
"YAL026C","Drs2p","SSF56784","HAD-like domain","926","997","SUPERFAMILY","1962437"
"YAL026C","Drs2p","SSF81653","P-type ATPase, A  domain","292","354","SUPERFAMILY","1962438"
"YAL026C","Drs2p","SSF81653","P-type ATPase, A  domain","389","429","SUPERFAMILY","1962439"
"YAL026C","Drs2p","SSF81660","P-type ATPase, cytoplasmic domain N","565","809","SUPERFAMILY","1962440"
"YAL026C","Drs2p","SSF81665","P-type ATPase,  transmembrane domain","198","285","SUPERFAMILY","1962441"
"YAL026C","Drs2p","SSF81665","P-type ATPase,  transmembrane domain","431","552","SUPERFAMILY","1962442"
"YAL026C","Drs2p","SSF81665","P-type ATPase,  transmembrane domain","1001","1232","SUPERFAMILY","1962443"
"YAL026C","Drs2p","TIGR01494","ATPase_P-type; P-type ATPase","912","1035","TIGRFAM","1962444"
"YAL026C","Drs2p","TIGR01652","ATPase-Plipid; P-type ATPase, subfamily IV","198","1240","TIGRFAM","1962445"
"YAL027W","Saw1p","PF11561","Saw1; Single-strand annealing weakened protein 1","1","243","Pfam","1962895"
"YAL028W","Frt2p","PF13694","Hph; High pH protein family","86","279","Pfam","1962894"
"YAL029C","Myo4p","G3DSA:1.20.5.190","","842","884","GENE3D","1952948"
"YAL029C","Myo4p","G3DSA:1.20.5.190","","885","910","GENE3D","1952949"
"YAL029C","Myo4p","G3DSA:1.20.5.190","","911","1034","GENE3D","1952950"
"YAL029C","Myo4p","G3DSA:3.40.50.300","","121","549","GENE3D","1952951"
"YAL029C","Myo4p","G3DSA:4.10.270.10","","776","841","GENE3D","1952952"
"YAL029C","Myo4p","PF00063","Myosin_head; Myosin head, motor domain","73","765","Pfam","1952953"
"YAL029C","Myo4p","PF00612","IQ; IQ motif, EF-hand binding site","901","919","Pfam","1952954"
"YAL029C","Myo4p","PF01843","DIL; Dilute domain","1299","1398","Pfam","1952955"
"YAL029C","Myo4p","PR00193","MYOSINHEAVY; Myosin head, motor domain","101","120","PRINTS","1952956"
"YAL029C","Myo4p","PR00193","MYOSINHEAVY; Myosin head, motor domain","158","183","PRINTS","1952957"
"YAL029C","Myo4p","PR00193","MYOSINHEAVY; Myosin head, motor domain","209","236","PRINTS","1952958"
"YAL029C","Myo4p","PR00193","MYOSINHEAVY; Myosin head, motor domain","444","472","PRINTS","1952959"
"YAL029C","Myo4p","PR00193","MYOSINHEAVY; Myosin head, motor domain","497","525","PRINTS","1952960"
"YAL029C","Myo4p","PS50096","IQ; IQ motif, EF-hand binding site","876","903","PROSITE","1952961"
"YAL029C","Myo4p","PS50096","IQ; IQ motif, EF-hand binding site","899","928","PROSITE","1952962"
"YAL029C","Myo4p","PS51126","DILUTE; Dilute domain","1164","1419","PROSITE","1952963"
"YAL029C","Myo4p","PS51456","MYOSIN_MOTOR; Myosin head, motor domain","71","777","PROSITE","1952964"
"YAL029C","Myo4p","PTHR13140","","1220","1410","PANTHER","1952965"
"YAL029C","Myo4p","PTHR13140:SF534","","1220","1410","PANTHER","1952966"
"YAL029C","Myo4p","SM00015","IQ; IQ motif, EF-hand binding site","779","801","SMART","1952967"
"YAL029C","Myo4p","SM00015","IQ; IQ motif, EF-hand binding site","827","849","SMART","1952968"
"YAL029C","Myo4p","SM00015","IQ; IQ motif, EF-hand binding site","875","897","SMART","1952969"
"YAL029C","Myo4p","SM00015","IQ; IQ motif, EF-hand binding site","898","920","SMART","1952970"
"YAL029C","Myo4p","SM00242","MYSc; Myosin head, motor domain","65","778","SMART","1952971"
